#OTU ID	SbDust1S14Nimrod50	SbDust2S31Nimrod67	SbSlp1SNW49Nimrod85	SbSlp2SNW50Nimrod86	SbSlp3SNW51Nimrod87	SbSlp4SNW52Nimrod88	SbSlp5SNW53Nimrod89	SbSlp6SNW54Nimrod90	SbSoil1SA10Osnat73	SbSoil2SA11Osnat74	SbSoil3SA12Osnat75	SbWad1SNW55Nimrod91	SbWad2SNW56Nimrod92	SbWad3SNW57Nimrod93	SbWad4SNW58Nimrod94	SbWad5SNW59Nimrod95	SbWad6SNW60Nimrod96	UvDust1S32Nimrod68	UvDust2S33Nimrod69	UvSlp1CS17Nimrod53	UvSlp1DS16Nimrod52	UvSlp1GS70Osnat26	UvSlp2CS21Nimrod57	UvSlp2DS20Nimrod56	UvSlp2GS71Osnat27	UvSlp3CS25Nimrod61	UvSlp3DS24Nimrod60	UvSlp3GS72Osnat28	UvSlp4GS73Osnat29	UvSlp5GS74Osnat30	UvSlp6GS75Osnat31	UvWaD1CS19Nimrod55	UvWad1DS18Nimrod54	UvWad1GS76Osnat32	UvWad2CS23Nimrod59	UvWad2DS22Nimrod58	UvWad2GS77Osnat33	UvWad3CS27Nimrod63	UvWad3DS26Nimrod62	UvWad3GS78Osnat34	UvWad4GS79Osnat35	UvWad5GS80Osnat36	UvWad6GS81Osnat37
OTU1012	0	0	0	0	0	0	0	2	17	6	14	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	17	0	0	0	0	0	1	1	0	0	0	0	0	0	0
OTU1312	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	12	0	0	6	1	0	22	0	25	15	0	0	11	0	0	0	1	0	0	0	5	6
OTU1104	0	0	0	0	0	0	0	2	3	3	5	1	0	0	0	0	0	1	0	1	0	2	3	0	0	5	0	2	1	2	0	3	0	29	0	1	0	3	0	0	7	0	0
OTU676	0	0	0	0	0	0	0	1	34	15	33	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	3	0	0	0	2	0	0
OTU866	0	0	0	0	0	0	0	1	36	114	36	0	1	0	0	0	0	0	3	0	0	0	0	0	2	0	0	2	0	5	2	0	0	1	0	0	1	1	1	0	1	0	0
OTU674	0	0	0	0	0	0	0	3	5	7	7	20	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0
OTU297	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	1	0	1	9	0	0	3	0	0	27	0	18	2	0	2	13	0	0	0	0	1	0	1	4	3
OTU956	0	0	0	0	0	0	0	6	20	14	17	4	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	7	7	1	1	0	0	1	0	0
OTU438	0	0	0	0	0	0	0	4	19	28	31	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	11	0	0	0	0	2	2	0	0	0	0	0	0	1
OTU1251	0	0	0	0	0	0	0	8	20	10	19	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	17	0	1	0	1	4	0	6	5	0	0	0	1	0
OTU552	0	0	0	0	0	0	0	2	17	19	16	1	0	3	0	0	0	0	0	0	0	2	0	0	2	0	0	1	0	1	1	0	0	3	0	0	2	0	0	0	4	2	0
OTU58	0	0	0	0	0	0	0	1	102	88	34	0	1	3	1	0	6	0	3	2	0	75	1	0	83	0	0	523	3	157	98	5	2	51	1	3	18	3	1	0	6	124	68
OTU14	0	0	0	0	0	0	0	4	10	26	8	0	0	0	0	2	0	0	3	0	0	745	1	0	980	0	0	2246	73	1233	1894	0	0	960	1	0	546	0	0	0	198	871	534
OTU931	0	0	0	0	0	0	0	1	18	33	55	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	7	3	1	3	1	0	0	0
OTU1327	0	0	0	0	0	0	0	2	1	2	1	0	0	0	1	0	0	0	0	0	1	2	0	0	1	0	0	6	2	1	0	0	0	12	0	0	1	0	0	1	1	0	0
OTU1208	0	0	0	0	0	0	0	1	13	16	7	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	38	0	0	1	0	3	0	0	3	0	0	0	1	2	1
OTU528	0	0	0	0	0	0	0	4	13	7	1	0	1	1	0	0	0	0	0	0	0	10	0	0	3	0	0	11	3	0	1	0	1	2	0	1	7	0	0	0	0	0	1
OTU889	0	0	0	0	0	0	0	1	37	3	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	23	0	4	1	0	0	0	0	0	0
OTU744	0	0	0	0	0	0	0	1	2	2	1	0	0	0	0	3	0	0	2	0	0	0	0	1	2	0	2	0	42	1	1	1	0	32	0	0	8	2	1	0	6	0	5
OTU447	0	0	0	0	0	0	0	1	19	22	27	0	0	0	0	0	1	0	0	0	0	24	0	0	16	0	0	50	31	32	38	0	0	46	0	0	25	0	0	6	23	27	26
OTU1182	0	0	0	0	0	0	0	1	0	2	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	11	1	3	9	0	1	160	2	0	3	0	0	0	1	0	0
OTU973	0	0	0	0	0	0	0	1	59	53	45	4	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	2	10	1	4	3	1	6	7	1	1	15	2	0	1	0	1
OTU464	0	0	0	0	0	0	0	1	3	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	2	3	0	1	6	0	3	5	0	1	0	0	1
OTU439	0	0	0	0	0	0	0	3	125	111	75	1	0	1	0	0	0	0	0	0	0	1	0	0	4	0	0	2	0	0	0	2	0	2	0	3	2	0	0	0	2	0	1
OTU391	0	0	0	0	0	0	0	4	55	65	81	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	2	0	0	7	1	0	1	0	0	0	0	0	0
OTU553	0	0	0	0	0	0	0	1	3	5	3	0	0	1	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1055	0	0	0	0	0	0	0	1	3	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	28	15	15	9	15	2	0	0	0	0
OTU807	0	0	0	0	0	0	0	1	34	32	39	1	0	0	0	0	2	0	0	1	0	54	0	0	35	1	0	77	49	49	47	0	0	68	0	0	57	1	0	16	40	36	38
OTU619	0	0	0	0	0	0	0	6	112	158	131	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	1	5	0	0	0	1	0	0	4	0	0	0	2	0	0
OTU236	0	0	0	0	0	0	0	1	39	43	67	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	1	2	1	0	0	0	0	0	1	0
OTU712	0	0	0	0	0	0	0	1	13	8	10	0	0	0	0	0	1	0	0	0	0	6	0	0	1	0	0	3	1	3	0	0	0	1	1	1	5	0	0	0	1	0	0
OTU1114	0	0	0	0	0	0	0	1	21	54	90	0	0	0	0	1	0	0	0	0	1	2	0	0	1	0	0	1	2	1	0	0	0	7	0	2	3	0	0	0	1	0	0
OTU1071	0	0	0	0	0	0	0	1	16	19	20	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	4	2	0	0	0	0	0	0	0	4	0	0	0	4	1	3
OTU776	0	0	0	0	0	0	0	1	7	8	0	0	0	3	0	1	1	0	0	11	1	9	5	0	0	25	0	1	11	0	0	23	0	17	0	0	8	4	0	0	7	9	0
OTU532	0	0	0	0	0	0	0	2	86	62	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU1063	0	0	0	0	0	0	0	1	34	25	25	1	0	0	1	0	0	0	0	0	0	6	1	0	0	0	0	0	1	0	1	0	0	8	1	5	0	0	0	0	0	0	0
OTU337	0	0	0	0	0	0	0	0	13	14	10	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	1	0	0	4	0	0	0	38	0	1	7	0	0	1	2	1	0
OTU884	0	0	0	0	0	0	0	0	30	36	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	1	0	0	0	0	0	1
OTU182	0	0	0	0	0	0	0	0	157	183	91	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	39	0	0	0	10	1	5	9	3	0	0	6	0	0
OTU1131	0	0	0	0	0	0	0	0	38	20	2	0	0	0	2	0	0	0	0	0	0	1	8	0	1	4	0	2	0	0	1	9	0	8	0	0	0	7	0	0	2	1	1
OTU168	0	0	0	0	0	0	0	0	30	52	38	0	0	0	0	0	1	0	1	1	0	5	8	0	1	12	0	0	1	0	0	5	0	181	0	2	1	5	0	0	3	1	1
OTU876	0	0	0	0	0	0	0	0	109	55	31	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	2	4	0	0	0	0	3	0	0	3	0	0	0	1	1	2
OTU895	0	0	0	0	0	0	0	0	20	36	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	3	0	0	0	0	1	1
OTU598	0	0	0	0	0	0	0	0	36	25	18	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1
OTU766	0	0	0	0	0	0	0	0	23	31	22	0	0	0	1	0	1	0	2	0	1	37	0	0	4	7	0	1	11	2	0	19	0	133	9	4	8	3	0	0	4	0	1
OTU617	0	0	0	0	0	0	0	0	13	12	14	0	0	0	0	0	0	0	0	0	0	4	0	1	1	2	0	2	1	0	0	0	0	0	0	0	1	1	0	0	3	0	1
OTU1323	0	0	0	0	0	0	0	0	52	55	43	0	0	0	0	0	0	1	1	1	0	67	0	0	46	0	0	96	63	80	66	0	0	102	0	0	66	0	0	30	56	53	47
OTU991	0	0	0	0	0	0	0	0	27	38	29	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	2	3	0	0	0	0	1	0	2	1	0	0	0	0	2	0
OTU732	0	0	0	0	0	0	0	0	40	37	25	1	0	0	0	0	23	0	0	0	0	7	0	0	0	4	0	5	1	86	0	1	1	13	3	1	6	5	0	1	5	0	1
OTU761	0	0	0	0	0	0	0	0	23	25	17	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU555	0	0	0	0	0	0	0	0	43	47	16	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	2	0	0	0	2	0	1	0	0	0	0	2	0	0
OTU754	0	0	0	0	0	0	0	0	44	13	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0
OTU1045	0	0	0	0	0	0	0	0	28	17	22	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	2	1	8	0	0	0	2	2	1	8	2	0	0	0	1	1
OTU665	0	0	0	0	0	0	0	0	115	53	33	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	2	0	1	11	6	2	1	0	0	0	0	0
OTU590	0	0	0	0	0	0	0	0	13	24	45	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0
OTU796	0	0	0	0	0	0	0	0	19	9	10	0	0	0	0	0	0	0	0	0	0	1	0	0	8	0	0	1	0	11	0	5	0	0	0	3	1	0	0	0	1	0	0
OTU432	0	0	0	0	0	0	0	0	18	7	14	0	0	0	0	1	0	0	0	0	0	11	0	0	6	0	0	15	9	13	10	0	0	19	0	0	10	0	0	5	6	8	14
OTU623	0	0	0	0	0	0	0	0	16	23	92	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	5	1	0	1	0	0	0	1	0	0
OTU1218	0	0	0	0	0	0	0	0	164	103	105	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	4	3	0	0	0	1	0	1
OTU152	0	0	0	0	0	0	0	0	349	283	255	1	1	5	0	0	1	0	0	0	0	5	3	0	7	3	0	2	2	6	2	1	0	13	31	11	21	3	0	0	1	6	1
OTU156	0	0	0	0	0	0	0	0	155	479	801	0	0	0	0	0	0	0	0	0	0	5	0	0	2	0	0	2	5	40	2	0	0	19	0	0	3	1	0	1	3	0	2
OTU829	0	0	0	0	0	0	0	0	39	37	31	0	0	0	0	1	0	0	0	0	0	35	0	1	35	0	0	62	50	45	35	0	1	74	0	0	38	0	0	29	33	33	33
OTU1204	0	0	0	0	0	0	0	0	30	25	17	0	0	0	0	0	0	1	0	0	0	4	0	0	1	0	0	1	2	1	0	0	0	3	0	0	2	0	0	1	1	2	1
OTU1000	0	0	0	0	0	0	0	0	20	18	6	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	3	1	0	0	2	1	0	0	1	0	0	1	0	0	0
OTU703	0	0	0	0	0	0	0	0	50	25	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	1	1	0	0	0	0	1
OTU1270	0	0	0	0	0	0	0	0	39	52	14	0	2	0	0	0	0	0	0	0	0	1	0	0	2	0	0	2	4	2	1	0	4	4	1	0	4	0	0	1	0	0	1
OTU855	0	0	0	0	0	0	0	0	39	53	56	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	1	1	0	2	2	1	0	0	0	0	3	0	0
OTU660	0	0	0	0	0	0	0	0	76	65	70	1	0	2	0	0	1	1	0	1	0	96	3	0	85	0	0	129	127	114	101	0	0	152	0	0	111	1	0	57	74	101	88
OTU881	0	0	0	0	0	0	0	0	25	41	8	0	3	0	0	0	0	0	1	0	0	8	0	0	1	0	0	2	0	1	2	0	0	4	2	0	11	2	0	3	1	1	0
OTU1099	0	0	0	0	0	0	0	0	85	62	65	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	1	0	1	0	0	0	0	1	0	3	1	0	0	0	0	0	0
OTU603	0	0	0	0	0	0	0	0	8	6	8	7	0	1	0	0	5	0	0	0	1	1	0	0	1	0	0	1	1	2	0	2	0	2	1	0	2	0	0	0	0	0	0
OTU941	0	0	0	0	0	0	0	0	8	3	3	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	2	0	0	0	0	4	1	0	18	0	0	0	1	0	0
OTU628	0	0	0	0	0	0	0	0	36	52	13	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	3	0	0	0	0	0	2	3	1	0	0	1	0	0
OTU580	0	0	0	0	0	0	0	0	1	4	6	0	0	1	0	0	0	0	0	0	0	3	0	0	1	0	0	2	1	0	0	0	0	3	0	0	1	1	0	0	1	0	0
OTU576	0	0	0	0	0	0	0	0	39	41	61	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	11	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0
OTU255	0	0	0	0	0	0	0	0	105	117	87	0	2	0	0	1	0	0	1	0	1	4	2	0	0	0	0	5	1	3	0	0	1	2	0	4	4	0	0	0	1	1	1
OTU453	0	0	0	0	0	0	0	0	50	58	35	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	3	1	0	0	1	0	1	0	0	0	1	2	0	0
OTU1244	0	0	0	0	0	0	0	0	11	14	7	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	28	0	1	5	0	0	0	0	0	0
OTU1060	0	0	0	0	0	0	0	0	48	43	30	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU1026	0	0	0	0	0	0	0	0	22	15	9	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
OTU378	0	0	0	0	0	0	0	0	26	22	43	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	8	0	0	0	0	0	1	0	1	0	0	0	0	0
OTU961	0	0	0	0	0	0	0	0	8	11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	2	5	1	0	5	0	0	0	0	0
OTU1311	0	0	0	0	0	0	0	0	10	7	3	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	2	0	0	0	1	0	0	2	0	0	0	4	1	1
OTU788	0	0	0	0	0	0	0	0	68	71	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	1	0	0	0	0	0	0	0
OTU607	0	0	0	0	0	0	0	0	21	13	11	0	0	0	0	2	0	0	0	0	0	11	0	0	1	1	0	1	2	1	1	0	0	4	0	0	4	0	1	0	4	2	2
OTU1243	0	0	0	0	0	0	0	0	15	19	24	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	2	0	4	0	1	0	1	0	0	0	0	0	0	3	3	1
OTU1004	0	0	0	0	0	0	0	0	29	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	1	0	1	2	0	0	0	0	0	0
OTU450	0	0	0	0	0	0	0	0	4	4	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	2	2	0
OTU1186	0	0	0	0	0	0	0	0	17	40	11	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	4	0	0	2	0	0	0	0	1	0
OTU66	0	0	0	0	0	0	0	0	7	9	7	3	5	5	0	0	1	0	0	0	0	5	0	0	9	0	0	3	1	1	9	0	0	14	0	0	52	1	0	105	132	35	63
OTU273	0	0	0	0	0	0	0	0	41	3	9	0	0	0	0	0	0	0	0	0	5	9	18	1	0	38	0	0	1	20	0	54	0	50	10	5	13	7	0	0	6	1	5
OTU912	0	0	0	0	0	0	0	0	31	16	16	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
OTU656	0	0	0	0	0	0	0	0	7	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU919	0	0	0	0	0	0	0	0	12	15	4	0	0	0	0	3	0	0	0	0	0	6	0	0	1	0	0	8	3	45	1	0	0	13	0	0	29	0	0	0	1	2	0
OTU1051	0	0	0	0	0	0	0	0	18	21	4	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	1	0	2	0	1	2	0	0	1	0	1	0	0	2	1
OTU981	0	0	0	0	0	0	0	0	10	6	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU955	0	0	0	0	0	0	0	0	8	13	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	1	0	0	1	0	0	0	1	0	0
OTU420	0	0	0	0	0	0	0	0	63	70	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0
OTU42	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	9	0	0	18	0	0	58	0	16	0	0	0	1475	0	0	2	0	0	0	51	1	11
OTU993	0	0	0	0	0	0	0	0	24	23	19	0	0	0	0	0	0	0	0	0	0	10	0	0	2	2	0	2	2	0	0	0	0	0	0	1	1	0	0	0	2	3	1
OTU1337	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	2	1	0	0	0	2	0
OTU1192	0	0	0	0	0	0	0	0	16	31	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0
OTU857	0	0	0	0	0	0	0	0	8	1	3	1	0	0	0	0	0	0	0	0	0	8	0	0	4	0	0	1	0	2	0	0	0	5	0	0	4	0	0	0	5	1	0
OTU1173	0	0	0	0	0	0	0	0	13	25	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	1	0	0	0	1	0	1
OTU1123	0	0	0	0	0	0	0	0	20	49	14	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	1	0	0	5	0	0	1	0	0	0	0	1	0
OTU1280	0	0	0	0	0	0	0	0	8	4	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU633	0	0	0	0	0	0	0	0	19	15	10	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	1	0	0	0	14	0	0	5	0	0	0	1	0	0
OTU1231	0	0	0	0	0	0	0	0	22	33	11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	2	0	0	0	2	2	0
OTU753	0	0	0	0	0	0	0	0	12	20	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	7	0	0	0	1	0	0
OTU1084	0	0	0	0	0	0	0	0	20	9	12	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	11	0	0	6	0	0	0	0	0	1
OTU1219	0	0	0	0	0	0	0	0	16	9	11	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	1	0
OTU467	0	0	0	0	0	0	0	0	13	16	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU845	0	0	0	0	0	0	0	0	23	24	11	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	2	0	0	5	2	0	1	0	0	0	0	0	0
OTU436	0	0	0	0	0	0	0	0	3	3	6	2	0	0	0	0	2	0	1	1	0	2	1	0	1	1	0	0	2	2	0	0	0	2	0	0	5	1	0	1	0	0	2
OTU486	0	0	0	0	0	0	0	0	36	33	26	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	2	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0
OTU1273	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	6	7	2	2	0	0	6	1	0	15	0	0	1	14	1	2
OTU601	0	0	0	0	0	0	0	0	16	14	48	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	2	9	3	3	0	1	0	0	0
OTU1328	0	0	0	0	0	0	0	0	10	2	8	5	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	1	0	0	0	0	1	1	0	4	0	0	0	1	0	0
OTU269	0	0	0	0	0	0	0	0	61	108	21	5	1	0	0	0	0	0	1	0	0	3	0	0	2	0	0	2	3	0	0	0	0	12	0	0	8	0	0	0	1	0	0
OTU39	0	0	0	0	0	0	0	0	2	11	8	0	0	0	0	2	0	0	0	0	0	486	0	0	758	0	0	1177	230	970	1156	0	0	613	0	0	452	0	0	0	127	458	554
OTU1258	0	0	0	0	0	0	0	0	13	4	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU875	0	0	0	0	0	0	0	0	14	17	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
OTU1110	0	0	0	0	0	0	0	0	16	91	41	0	0	4	0	0	0	0	0	0	0	12	0	0	4	0	0	4	4	4	3	0	0	7	0	2	1	0	0	1	3	2	2
OTU1127	0	0	0	0	0	0	0	0	8	1	3	1	0	0	0	0	2	1	2	1	0	3	0	0	13	1	0	6	4	25	18	0	0	40	0	0	19	0	0	1	19	8	7
OTU1118	0	0	0	0	0	0	0	0	6	7	5	1	0	0	0	0	0	0	1	5	0	2	4	0	0	4	0	0	0	0	0	1	0	40	11	2	0	14	0	2	6	1	0
OTU1187	0	0	0	0	0	0	0	0	25	9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	1	1	0	0	0	0	0
OTU926	0	0	0	0	0	0	0	0	15	24	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	1	1	0	0	1	0	0	1	1	0	0
OTU950	0	0	0	0	0	0	0	0	12	13	2	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU921	0	0	0	0	0	0	0	0	9	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	6	1	4	2	0	0	2	0	0	3	0	0	0	3	1	0
OTU509	0	0	0	0	0	0	0	0	30	43	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	1	0	2	0	0	2	0	0	0	0	4	0
OTU568	0	0	0	0	0	0	0	0	5	7	9	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	4	0	0	13	0	0	0	0	0	0
OTU824	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	10	3	0	6	1	1	18	4	4	13	0	1	18	0	0	10	0	0	0	4	2	3
OTU591	0	0	0	0	0	0	0	0	10	5	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1
OTU755	0	0	0	0	0	0	0	0	7	5	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
OTU1144	0	0	0	0	0	0	0	0	14	16	15	0	0	0	0	0	0	2	0	0	0	2	0	1	0	0	0	1	3	5	0	0	0	1	0	2	3	0	0	0	4	1	1
OTU1178	0	0	0	0	0	0	0	0	7	1	4	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	1	0	0	0	0	0	16	2	0	1	4	0	0	3	0	1
OTU547	0	0	0	0	0	0	0	0	8	13	7	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	2	21	0	0	0	0	0	1	4	3	0	0	0	0	0	0
OTU658	0	0	0	0	0	0	0	0	18	16	20	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	1	0	0	0	0	2	3	0	3	0	0	0	0	0
OTU408	0	0	0	0	0	0	0	0	11	8	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0
OTU856	0	0	0	0	0	0	0	0	11	16	6	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	5	0	7	0	0	0	1	0	0	4	0	0	0	0	1	0
OTU1215	0	0	0	0	0	0	0	0	10	7	7	0	0	0	0	1	0	0	0	1	0	1	0	0	2	0	0	2	1	1	0	0	0	6	0	0	2	0	0	0	0	1	0
OTU1278	0	0	0	0	0	0	0	0	13	24	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0
OTU393	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	3	0	0	1	2	1	26	0	0	3	0	0	4	0	0	0	0	4	0
OTU627	0	0	0	0	0	0	0	0	15	12	19	2	0	0	0	0	0	0	0	0	0	3	0	0	1	3	0	2	20	6	0	0	0	1	1	3	3	0	0	0	3	0	2
OTU283	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	1	1	3	0	0	1	0	2	1	4	2	1	0	0	64	0	0	1	1	1	0	4	4	1
