#OTU ID	SbDust1S14Nimrod50	SbDust2S31Nimrod67	SbSlp1SNW49Nimrod85	SbSlp2SNW50Nimrod86	SbSlp3SNW51Nimrod87	SbSlp4SNW52Nimrod88	SbSlp5SNW53Nimrod89	SbSlp6SNW54Nimrod90	SbSoil1SA10Osnat73	SbSoil2SA11Osnat74	SbSoil3SA12Osnat75	SbWad1SNW55Nimrod91	SbWad2SNW56Nimrod92	SbWad3SNW57Nimrod93	SbWad4SNW58Nimrod94	SbWad5SNW59Nimrod95	SbWad6SNW60Nimrod96	UvDust1S32Nimrod68	UvDust2S33Nimrod69	UvSlp1CS17Nimrod53	UvSlp1DS16Nimrod52	UvSlp1GS70Osnat26	UvSlp2CS21Nimrod57	UvSlp2DS20Nimrod56	UvSlp2GS71Osnat27	UvSlp3CS25Nimrod61	UvSlp3DS24Nimrod60	UvSlp3GS72Osnat28	UvSlp4GS73Osnat29	UvSlp5GS74Osnat30	UvSlp6GS75Osnat31	UvWaD1CS19Nimrod55	UvWad1DS18Nimrod54	UvWad1GS76Osnat32	UvWad2CS23Nimrod59	UvWad2DS22Nimrod58	UvWad2GS77Osnat33	UvWad3CS27Nimrod63	UvWad3DS26Nimrod62	UvWad3GS78Osnat34	UvWad4GS79Osnat35	UvWad5GS80Osnat36	UvWad6GS81Osnat37
OTU812	0	0	0	0	0	0	0	0	2	3	3	0	0	0	0	0	0	0	0	0	0	1	3	1	5	6	0	0	64	2	0	3	0	3	0	0	3	2	0	0	2	0	1
OTU1107	0	0	0	0	0	0	0	0	2	1	2	1	0	0	0	0	1	0	0	1	0	15	0	0	9	0	0	15	2	0	3	0	0	9	0	0	3	0	0	0	3	9	3
OTU760	0	0	0	0	0	0	0	0	12	15	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU146	0	0	0	0	0	0	0	0	3	0	2	0	0	4	1	0	0	0	0	0	0	22	0	0	49	0	0	56	1	28	45	0	0	29	0	0	18	0	0	1	3	16	31
OTU1079	0	0	0	0	0	0	0	0	21	24	26	2	0	0	0	0	0	0	0	0	1	2	0	0	2	1	0	3	2	1	1	0	0	5	0	0	1	0	0	0	3	0	2
OTU79	0	0	0	0	0	0	0	0	2	3	5	0	0	0	0	0	0	0	9	0	0	30	0	0	106	1	0	40	300	31	46	0	0	36	0	0	334	0	0	3	17	18	41
OTU629	0	0	0	0	0	0	0	0	11	16	70	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
OTU1029	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	3	2	0	2	0	0	79	0	0	0	0	0	0	1	0	1
OTU126	0	0	0	0	0	0	0	0	3	6	2	1	0	0	0	0	0	0	0	0	0	4	1	0	23	1	0	16	2	158	2	0	0	30	0	0	46	0	0	0	26	2	10
OTU276	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	1	6	0	0	0	2	0	0	0	55	1	0	0	5	0	2	2	1	0	1	0	0	1
OTU1322	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	3	1	0	0	1	4	0	0	4	0	0	6	2	0	0	0	0	5	0	0	1	0	1	1	5	17	0
OTU593	0	0	0	0	0	0	0	0	9	14	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU61	0	0	0	0	0	0	0	0	1	3	2	0	0	1	0	0	0	0	0	0	0	41	0	0	45	0	1	180	3	133	125	0	1	72	0	1	1	0	0	0	5	62	26
OTU326	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	2	0	0	18	0	0	5	1	7	0	0	0	14	0	0	2	0	0	0	2	0	2
OTU692	0	0	0	0	0	0	0	0	4	1	3	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1
OTU952	0	0	0	0	0	0	0	0	1	9	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU172	0	0	0	0	0	0	0	0	2	1	2	1	0	0	0	0	0	0	0	0	2	0	6	0	0	40	0	0	0	0	0	7	0	101	40	13	0	10	1	0	0	0	0
OTU1020	0	0	0	0	0	0	0	0	5	6	18	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	1	0	55	0	0	0	1	0	0	3	1	0	0	0	0	0
OTU819	0	0	0	0	0	0	0	0	10	8	2	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	5	0	0	0	6	1	0	1	2	0	1	1	2	0
OTU263	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	12	0	0	14	0	0	30	6	36	23	0	0	16	0	0	16	0	0	4	3	14	5
OTU1097	0	0	0	0	0	0	0	0	5	6	13	1	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	1	1	0	0	0	117	0	0	0	0	0	0	1	0	0
OTU892	0	0	0	0	0	0	0	0	10	6	13	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0
OTU1159	0	0	0	0	0	0	0	0	7	10	5	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	4	0
OTU942	0	0	0	0	0	0	0	0	1	2	5	0	0	0	1	0	0	0	0	2	0	5	12	2	3	23	1	2	0	0	0	23	1	38	14	8	9	2	0	0	1	1	0
OTU998	0	0	0	0	0	0	0	0	5	7	4	0	0	0	0	0	0	0	0	0	2	2	0	0	1	0	0	2	1	0	1	0	0	0	0	0	3	1	0	1	0	0	0
OTU1054	0	0	0	0	0	0	0	0	4	1	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	119	0	1	2	0	0	0	0	0	1
OTU1245	0	0	0	0	0	0	0	0	4	2	5	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU1074	0	0	0	0	0	0	0	0	2	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU159	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	0	95	4	0	0	0	3	0	0	85	0	0	122	102	0	41
OTU544	0	0	0	0	0	0	0	0	2	4	5	0	0	0	0	0	0	0	0	0	1	7	0	1	2	1	0	0	1	1	0	0	0	3	0	0	1	0	1	0	0	1	0
OTU1307	0	0	0	0	0	0	0	0	6	3	12	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	1	1	0	0	0	1	0	2	1	0	0	0	0	1	1
OTU1297	0	0	0	0	0	0	0	0	2	10	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0
OTU112	0	0	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	1	295	0	0	0	0	2	1	0	2	1	0	10	14	2	2
OTU613	0	0	0	0	0	0	0	0	3	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU691	0	0	0	0	0	0	0	0	3	6	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	2	0	0	0	2	0	0
OTU861	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5	0	0	0	0	26	3	0	0	3	0	0	2	0	0	0	0	7	1
OTU84	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	20	0	0	1	209	1	1	0	0	22	1	0	274	0	0	1	3	0	5
OTU1209	0	0	0	0	0	0	0	0	1	10	2	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	4	0	3	0	0	0	1	0	0	5	0	1	0	0	1	1
OTU726	0	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	2	46	1	6	0	0	1	0	6	4	0	0	0	1	1	2
OTU290	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	1	0	0	0	0	5	0	0	4	0	0	1	2	1	1	0	0	17	0	0	53	0	0	0	5	1	1
OTU797	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	13	0	0	0	2	0	0	2	0	0	0	0	0	0
OTU811	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	18	0	0	0	10	2	8	0	0	13	0	0	16	0	0	0	0	3	5
OTU1161	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	33	0	0	0	0	1	0	1	0	0
OTU1257	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU1264	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	10	0	0	7	0	0	3	1	0	0	29	10	29	0	0	15	0	0	43	0	0	0	6	7	6
OTU1142	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0	0	4	0	6	25	0	0	10	0	0	1	0	0	0	1	14	0
OTU990	0	0	0	0	0	0	0	0	0	2	1	0	1	2	0	0	0	0	0	0	0	6	0	0	0	0	0	1	3	0	0	0	0	3	0	0	13	0	0	4	4	0	0
OTU343	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	12	0	0	35	0	0	48	32	25	39	1	0	45	0	0	64	0	0	2	27	13	23
OTU977	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU1200	0	0	0	0	0	0	0	0	0	4	1	0	0	1	0	1	0	0	0	0	0	25	0	0	33	1	0	78	2	45	38	0	0	25	0	0	28	0	0	0	6	22	22
OTU1223	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
OTU1094	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	2	0	0	30	0	0	2	1	7	1	0	1	4	0	0	58	0	0	0	0	1	5
OTU1199	0	0	0	0	0	0	0	0	0	4	9	0	0	1	0	1	3	0	0	0	0	0	0	1	0	2	0	1	0	8	0	0	0	8	3	0	0	5	1	0	0	2	1
OTU1315	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	1	1	0
OTU742	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	3	0	0	2	0	0	13	0	0	2	21	0	0	0	0	3	0	1	39	0	0	0	1	12	1
OTU1198	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	3	1	4	0	0	0	9	0	0	1	1	0	0	3	1	2
OTU1163	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	10	0	0	21	0	0	6	5	4	3	0	0	1	0	0	3	0	0	0	2	1	8
OTU237	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	2	0	0	8	0	0	7	113	85	0	0	1	11	1	1	17	0	0	0	1	5	2
OTU1190	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	18	0	0	0	33	0	0	13	0	0	0	3	0	0
OTU374	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	67	1	0	0	0	0	0	0	4	4	0	0	0	0	0
OTU109	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	5	0	0	19	0	0	13	0	22	12	0	2	11	0	0	92	0	0	2	4	6	3
OTU1335	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	1	0	0	0	0	0	14	0	0	16	0	0	13	2	29	15	0	0	9	0	0	8	0	0	0	6	3	3
OTU1313	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	6	0	0	1	0	0	2	2	2	0	0	0	4	0	0	3	0	0	1	1	1	0
OTU316	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	0	0	0	59	0	0	1	1	0	1	3	0	1
OTU325	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	20	0	0	20	0	0	32	1	19	16	0	0	18	0	0	8	0	0	0	0	18	20
OTU1310	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	45	0	0	2	2	0	2	0	0	19	0	0	6	0	0	0	7	0	0
OTU176	0	0	0	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	187	4	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU652	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1
OTU1164	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	2	0	0	0	6	0	0	0	0	0	0	0	0	0
OTU721	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	2	0	0	1	0	0	1	1	0	0
OTU684	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	1	0	21	0	0	13	1	4	1	0	0	141	0	0	1	0	0	0	10	1	0
OTU1056	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	4	0	0	26	1	0	1	3	7	0	0	0	11	0	0	22	1	1	0	2	4	0
OTU1078	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	15	0	0	1	0	0	0	0	0	0
OTU1098	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	15	0	0	0	0	0	88	0	0	0	0	0	1	1	1	0
OTU202	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	2	0	0	0	7	0	0	50	0	0	14	39	8	20	0	0	69	0	0	76	0	0	0	5	6	4
OTU201	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	4	0	0	3	0	0	8	0	0	46	0	0	24	0	0	6	0	0	0	2	4	25
OTU750	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	71	0	0	1	0	0	0	0	1	0
OTU976	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	0	0	3	0	0	17	2	7	0	0	0	1	0	1	3	0	0	0	2	3	1
OTU583	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	2	0	3
OTU319	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0	1	14	0	0	6	0	0	8	0	0	5	0	1	11	0	0	0	1	2	0
OTU609	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3	2	4	1	0	0	89	0	0	1	0	0	0	4	2	0
OTU1295	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	42	0	0	2	0	0	1	0	0	5	0	0	1	0	0	0	0	0	0
OTU1165	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	40	0	0	0	0	0	0	4	0	1
OTU452	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	2	0	0	0	49	0	1	0	0	0	0	0	0	1
OTU1329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	54	0	0	0	0	2	0	0	0	56	0	0	0	0	0	0	1	0	0
OTU835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	1	0	0	1	0	0	0	0	2	0	0	11	0	0	0	2	0	0
OTU1326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	3	0	0	1	1	0	0	0	0	6	0	0	1	0	0	0	2	0	1
OTU1229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	4	0	0	9	18	1	7	0	1	10	0	0	17	0	0	0	1	1	3
OTU188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	33	1	0	7	48	7	38	0	1	25	0	0	11	0	0	0	3	5	18
OTU870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	9	1	0	21	3	14	0	0	0	0	0	0	0	0	0	0	0	5	1
OTU252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	38	0	0	17	16	5	17	0	0	11	0	0	29	0	0	0	5	13	7
OTU1143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	9	1	14	0	0	0	3	0	0	1	0	0	1	0	3	0
OTU1085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	23	0	0	3	0	0	1	0	0	169	0	0	0	0	0	0	4	0	1
OTU1125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	4	0	0	8	2	0	0	0	1	60	0	0	2	0	0	0	1	0	0
OTU1059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	1
OTU737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	45	2	0	0	0	12	0	0	10	0	0	0	0	0	0
OTU1006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	6	0	0	2	0	0	0	1	0	4
OTU1069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0
